SKU,Name,AroniumPrice,AppPrice,AroniumTax,AppTax,AroniumStock,AppStock,Status,Diff
10466,Ranox 200mls,6.00,6.00,0,0,0.0,0.0,OK,
10467,Systamex 5litres,80.00,80.00,0,0,0.0,0.0,OK,
10468,Calvitam Egg 1Litre,15.00,15.00,0,0,0.0,0.0,OK,
10469,Further Duster,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10472,Butacure 50mls,15.00,15.00,0,0,0.0,0.0,OK,
10473,Broiler Grower Pellets 5kg,5.00,5.00,0,0,0.0,35.0,OK,
10474,Multivitamin Injection 100mls,8.00,8.00,0,0,0.0,0.0,OK,
10475,SENTINEL POUR ON - 1 LITRE,13.00,13.00,0,0,0.0,0.0,OK,
10476,SENTINEL POUR ON 200MLS,4.50,4.50,0,0,0.0,0.0,OK,
10477,Rabbit Pellets 5kg,5.00,5.00,0,0,0.0,0.0,OK,
10478,Introchick 1Litre,20.00,20.00,0,0,0.0,0.0,OK,
10480,Vurikill 1litre,16.00,16.00,0,0,0.0,0.0,OK,
10481,Road runner feeder,6.00,6.00,15.5,15.5,0.0,0.0,OK,
10482,Goat Nut 50kg,25.00,25.00,0,0,0.0,0.0,OK,
10483,Broiler Grower Maxi 24kg,45.00,45.00,0,0,0.0,0.0,OK,
10484,SE Soya Meal 50kg,32.00,32.00,0,0,0.0,0.0,OK,
10485,Cut Winter Block 25kg,22.00,22.00,0,0,0.0,0.0,OK,
10486,Bremamectin 100mls,10.00,10.00,0,0,0.0,0.0,OK,
10487,Interﬂox Oral 100mls,6.50,6.50,0,0,0.0,0.0,OK,
10488,Tryponil 2.36g,0.50,0.50,0,0,0.0,50.0,OK,
10489,Limoxin 200 LA 100mls,10.00,10.00,0,0,0.0,0.0,OK,
10491,Wilbait 10g,2.00,2.00,0,0,0.0,0.0,OK,
10492,Oxyvet 100mls,8.00,8.00,0,0,0.0,0.0,OK,
10494,Farmers Handspray 1litre,3.50,3.50,15.5,15.5,0.0,0.0,OK,
10495,Oxytocin 20-50mls,8.00,8.00,0,0,0.0,0.0,OK,
10496,Astrisul 1kg,65.00,65.00,0,0,0.0,0.0,OK,
10497,Chamboko 200g,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10498,Half Mhunga Bucket,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10499,Mini Salt block,6.00,6.00,0,0,0.0,0.0,OK,
10500,Large Chick Tray,3.50,3.50,15.5,15.5,0.0,0.0,OK,
10501,Broiler ﬁnisher maxi 24kg,47.00,47.00,0,0,0.0,2.0,OK,
10502,Broiler Concentrate 10kg,12.00,12.00,0,0,0.0,0.0,OK,
10503,Cypermethrin Dog Rinse 200mls,5.50,5.50,15.5,15.5,0.0,0.0,OK,
10504,Disnis 200mls,4.50,4.50,0,0,0.0,14.0,OK,
10505,Duck Breeder Pellets 50kg,30.00,30.00,0,0,0.0,0.0,OK,
10507,Dog Chunks 40kg,63.00,63.00,15.5,15.5,0.0,0.0,OK,
10509,Dog meal 25kg,30.00,30.00,15.5,15.5,0.0,0.0,OK,
10510,Amino grow Oral 100mls,4.50,4.50,0,0,0.0,0.0,OK,
10511,Malathion 25% 200g,3.50,3.50,0,0,0.0,0.0,OK,
10512,Poultry Tonic 1Litre,33.00,33.00,0,0,0.0,0.0,OK,
10513,Poultry Tonic 500mls,25.00,25.00,0,0,0.0,0.0,OK,
10514,Bremamed 1kg,85.00,85.00,0,0,0.0,0.0,OK,
10515,Virukill 5litre,65.00,65.00,0,0,0.0,0.0,OK,
10516,Amino grow 1kg,30.00,30.00,0,0,0.0,0.0,OK,
10517,Chikwapuro 200g,3.00,3.00,0,0,0.0,0.0,OK,
10518,Infrared PE Man 250w,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10520,Sucking Bottle,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10522,Buddizzo Medium,70.00,70.00,15.5,15.5,0.0,8.0,OK,
10523,Chicken drinker-1litre,2.00,2.00,15.5,15.5,0.0,17.0,OK,
10524,Course salt 10KG,4.00,4.00,0,0,0.0,0.0,OK,
10525,Calvitam Egg 100mls,3.00,3.00,0,0,0.0,0.0,OK,
10526,Chikafu universal concentrate 10kg,8.00,8.00,0,0,0.0,0.0,OK,
10527,Aluminum Phosphate 90g,3.00,3.00,0,0,0.0,1.0,OK,
10528,Small Feeding Trough,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10529,Virucide 500mls,5.00,5.00,0,0,0.0,88.0,OK,
10530,Respimint 200mls,9.00,9.00,0,0,0.0,0.0,OK,
10531,EMPTY WHITE PLAIN SACK,0.70,0.70,15.5,15.5,0.0,0.0,OK,
10532,EMPTY SUNRISE SACK,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10534,Led BULB,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10535,Cloxacillin Benzathine,6.00,6.00,0,0,0.0,3.0,OK,
10536,Closavet 500mls,20.00,20.00,0,0,0.0,0.0,OK,
10537,Ashtyl 20% 25g,2.00,2.00,0,0,0.0,0.0,OK,
10538,Coliﬂox 100mls,7.00,7.00,0,0,0.0,0.0,OK,
10539,Gas Brooder Heater,100.00,100.00,15.5,15.5,0.0,0.0,OK,
10540,Small Dog Belt,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10541,Large Dog Belt,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10542,Gas Tank Regulator,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10543,Gas tank 5kg,25.00,25.00,15.5,15.5,0.0,0.0,OK,
10544,1 metre Gas Pipe,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10545,Limestone 3kg,3.00,3.00,0,0,0.0,0.0,OK,
10546,Dog Rope,9.00,9.00,15.5,15.5,0.0,0.0,OK,
10547,Limestone 5kg,2.50,2.50,0,0,0.0,0.0,OK,
10548,BROILER STARTER CRUMBS 2KGS,2.00,2.00,0,0,0.0,50.0,OK,
10551,Imochem 50mls,0.00,0.00,0,0,0.0,0.0,OK,
10552,Aliseryl 30g,3.50,3.50,0,0,0.0,0.0,OK,
10558,Econodairy 17% 50kg,24.00,24.00,0,0,0.0,0.0,OK,
10559,Forge Knapsack sprayer,35.00,35.00,15.5,15.5,0.0,0.0,OK,
10561,Broiler Concentrate 5kg,6.00,6.00,0,0,0.0,30.0,OK,
10562,Poultry mixed grains 5kg,5.00,5.00,0,0,0.0,0.0,OK,
10563,Farmchem 250mls,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10564,Chikafu Breeder Concentrate 10kg,8.00,8.00,0,0,0.0,0.0,OK,
10565,Chikafu Breeder Meal 5kg,4.00,4.00,0,0,0.0,0.0,OK,
10566,Broiler Grower pellets 2kg,2.00,2.00,0,0,0.0,25.0,OK,
10567,Broiler Finisher Pellets 2kg,2.00,2.00,0,0,0.0,0.0,OK,
10568,Rabbit Pellets 2kg,2.00,2.00,0,0,0.0,0.0,OK,
10570,Chikafu Universal Concentrate 5kg,4.00,4.00,0,0,0.0,5.0,OK,
10571,8 Holes Chicken Pipe nipple drinker,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10572,Limestone 4kg,4.00,4.00,0,0,0.0,0.0,OK,
10573,Penstrep 100mls -SA,10.00,10.00,0,0,0.0,0.0,OK,
10574,Valbazem for Sheep& Goat 200mls,8.00,8.00,0,0,0.0,0.0,OK,
10575,Wooden Handle Knives,1.50,1.50,15.5,15.5,0.0,0.0,OK,
10576,Plastic Handle Knives,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10577,Tick Buster 1L,35.00,35.00,0,0,0.0,0.0,OK,
10578,Wound Healing Spray 200mls,10.00,10.00,0,0,0.0,0.0,OK,
10579,Chick Grower Maxi-24kg,44.00,44.00,0,0,0.0,0.0,OK,
10580,Delta 300mls,0.25,0.25,15.5,15.5,0.0,0.0,OK,
10581,Delta PET 330MLS,0.75,0.75,15.5,15.5,0.0,0.0,OK,
10582,Minute Maid 400mls,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10583,Mirinda 500mls,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10584,Delta 1Litre,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10585,Goat Meal 50kg,25.00,25.00,0,0,0.0,0.0,OK,
10586,Mbaura x large,12.00,12.00,15.5,15.5,0.0,0.0,OK,
10587,ASHOXY 50%,9.00,9.00,0,0,0.0,0.0,OK,
10588,INTRACLOCL QR TUBE,6.00,6.00,0,0,0.0,0.0,OK,
10589,Gas Tank 3kg,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10590,Animal Bandage,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10591,Nemesis 250mls,9.00,9.00,0,0,0.0,10.0,OK,
10592,Horse Clip,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10593,Gas Lighter,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10594,Goat Nut 10kg,6.00,6.00,0,0,0.0,0.0,OK,
10595,Goat Nut 5 kgs,3.00,3.00,0,0,0.0,0.0,OK,
10597,Weaner Feeding trough -medium,45.00,45.00,15.5,15.5,0.0,0.0,OK,
10598,Carbaryl 5% 375g,2.00,2.00,0,0,0.0,0.0,OK,
10599,Lava Dichlorvos 100mls,4.00,4.00,0,0,0.0,40.0,OK,
10600,Malathion EC 10MLS,0.50,0.50,0,0,0.0,0.0,OK,
10601,Vegi Dust 200g,3.50,3.50,15.5,15.5,0.0,0.0,OK,
10602,Super Layers Mash 10kg,8.00,8.00,0,0,0.0,0.0,OK,
10603,Chikafu Breeder Concentrate 5kg,4.00,4.00,0,0,0.0,0.0,OK,
10604,Beeﬀeedlot Premix 31kg,20.00,20.00,0,0,0.0,5.0,OK,
10605,Rodent Bait,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10606,Dog Meal 5kg,6.50,6.50,15.5,15.5,0.0,0.0,OK,
10607,Sunﬂower 4kg,3.00,3.00,0,0,0.0,0.0,OK,
10608,Mhunga 5kg,5.00,5.00,0,0,0.0,0.0,OK,
10609,Sunﬂower seeds 1.5kg,1.00,1.00,0,0,0.0,0.0,OK,
10610,Broiler starter maxi 28kg,55.00,55.00,0,0,0.0,2.0,OK,
10611,Chicken Drinkers 2 litres,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10612,Animal Teaser,45.00,45.00,15.5,15.5,0.0,0.0,OK,
10613,OKRA CLE 00 FP 50g,4.50,4.50,15.5,15.5,0.0,0.0,OK,
10614,OKRA CLE 020g,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10615,OKRA CLE 100g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10616,WATERMELON CRIMSON 00FP 50g,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10617,watermelon cri 020g,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10618,cabbage -magesty 00FP,2.50,2.50,15.5,15.5,0.0,0.0,OK,
10619,cabbage magesty 1000 seeds,12.00,12.00,15.5,15.5,0.0,0.0,OK,
10620,Butternut 50g,7.00,7.00,15.5,15.5,0.0,0.0,OK,
10621,Butternut squash 020g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10622,Cuccumber POI FP,3.50,3.50,15.5,15.5,0.0,0.0,OK,
10623,Cuccumber Ashley 20g,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10624,Tomato TEN 97FP 20g,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10625,Tomato DAISY PRA 00FP 20g,2.50,2.50,15.5,15.5,0.0,0.0,OK,
10626,Pepper CAL Wonder FP 50g,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10627,Pepper CAL Wonder 020g,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10628,Rape RAM FP 50g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10629,Rape RAM 020g,2.50,2.50,15.5,15.5,0.0,0.0,OK,
10630,Tsunga MUS 00FP,1.50,1.50,15.5,15.5,0.0,0.0,OK,
10631,Tsunga MUS 020g,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10632,Carrots NAN FP 50g,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10633,Carrot NAN 020g,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10634,Pumpkin FLA 00FP,1.50,1.50,15.5,15.5,0.0,0.0,OK,
10635,Pumpkin FLA 020g,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10636,Tick Buster 200mls,9.00,9.00,0,0,0.0,0.0,OK,
10637,Super Roach Bait,3.00,3.00,0,0,0.0,0.0,OK,
10638,Delta Pet 500mls,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10639,Water 500mls,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10640,Chikafu Breeder maxi 20kg,60.00,60.00,0,0,0.0,0.0,OK,
10641,BROILER BOOST - 150g,5.00,5.00,0,0,0.0,0.0,OK,
10642,Stockholm Tar 500mls,8.00,8.00,0,0,0.0,0.0,OK,
10643,STOCKHOLM TAR 250 MLS,5.00,5.00,0,0,0.0,0.0,OK,
10644,Procal 100mls,14.00,14.00,0,0,0.0,0.0,OK,
10645,Watermelon crimson sweet 100g,17.00,17.00,15.5,15.5,0.0,0.0,OK,
10646,Tomato Rodade 100g,25.00,25.00,15.5,15.5,0.0,0.0,OK,
10648,Broccoli cigno 250 seeds,6.00,6.00,15.5,15.5,0.0,0.0,OK,
10649,Broccoli cigno 1000 seeds,16.00,16.00,15.5,15.5,0.0,0.0,OK,
10650,Cauliﬂower twister 250 seeds,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10651,Cauliﬂower Twister 1000 seeds,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10652,Beetroot Detroit 20g,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10653,Watermelon Kito 1000 seeds,45.00,45.00,15.5,15.5,0.0,0.0,OK,
10654,Butternut Waltham 100g,13.00,13.00,15.5,15.5,0.0,0.0,OK,
10655,Ashley Cucumber 100g,15.00,15.00,0,0,0.0,0.0,OK,
10656,Boschveld Chicks,1.05,1.05,0,0,0.0,0.0,OK,
10657,Limestone 12kg,12.00,12.00,0,0,0.0,0.0,OK,
10658,Formalin 750mls,5.00,5.00,0,0,0.0,0.0,OK,
10659,CROPJET BROWN SPRAYER,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10660,Pig Dewormer 1kg,15.00,15.00,0,0,0.0,0.0,OK,
10661,Pig Dewormer 250g,5.00,5.00,0,0,0.0,0.0,OK,
10662,25 litres-Pipe Bucket Nipple,15.00,15.00,15.5,15.5,0.0,0.0,OK,
10663,Boostermineral 100g,5.00,5.00,0,0,0.0,0.0,OK,
10664,Delta 2litres,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10665,Liquid Parraﬁn -1Litre,11.00,11.00,0,0,0.0,0.0,OK,
10666,Formalin 5Litres,20.00,20.00,0,0,0.0,0.0,OK,
10667,Dog Chunks -5kg,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10668,Dog Chunks 10kg,15.00,15.00,15.5,15.5,0.0,0.0,OK,
10669,Debeaker,5.00,5.00,15.5,15.5,0.0,9.0,OK,
10670,Biopharm 5litres,45.00,45.00,0,0,0.0,0.0,OK,
10671,Limoxin Spray 200mls,9.00,9.00,0,0,0.0,0.0,OK,
10672,Hyline Birds,11.00,11.00,15.5,15.5,0.0,0.0,OK,
10674,Complete Sheep Fatter 50kg,19.00,19.00,0,0,0.0,0.0,OK,
10675,Organic Top Fertilizer 80mls,4.50,4.50,0,0,0.0,0.0,OK,
10676,Organic Top 160mls,4.50,4.50,0,0,0.0,0.0,OK,
10677,Chicken Grit 5kg,4.50,4.50,0,0,0.0,0.0,OK,
10678,Calf Grower Meal 50kg,23.50,23.50,0,0,0.0,0.0,OK,
10679,ZAP43-10kg,35.00,35.00,15.5,15.5,0.0,0.0,OK,
10680,ZAP43-5kg,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10681,ZAP61-5kg,21.00,21.00,15.5,15.5,0.0,0.0,OK,
10682,ZAP63-10kg,38.00,38.00,15.5,15.5,0.0,0.0,OK,
10683,ZAP73-5kg,26.00,26.00,15.5,15.5,0.0,0.0,OK,
10684,Broiler Boost 100g,5.00,5.00,0,0,0.0,0.0,OK,
10685,Synergi Infrared,15.00,15.00,15.5,15.5,0.0,0.0,OK,
10687,Kid Weaner Maxipack 5kg,12.00,12.00,0,0,0.0,0.0,OK,
10688,Goat Grower Maxipack 5kg,8.00,8.00,0,0,0.0,0.0,OK,
10689,Limoxin -25 Spray 200mls,12.00,12.00,0,0,0.0,0.0,OK,
10690,Aminoboost 100mls,3.50,3.50,0,0,0.0,0.0,OK,
10691,Goat Finisher 5kg maxi,7.00,7.00,0,0,0.0,0.0,OK,
10692,Hose Pipe 20mmx50m,67.00,67.00,15.5,15.5,0.0,0.0,OK,
10693,Hose Pipe 20mm x30m,45.00,45.00,15.5,15.5,0.0,0.0,OK,
10694,Hose Pipe 12.5mmx50m,50.00,50.00,15.5,15.5,0.0,0.0,OK,
10695,Cattle Boost 1Litre,12.00,12.00,0,0,0.0,0.0,OK,
10696,Bavikill 200mls,4.00,4.00,0,0,0.0,0.0,OK,
10697,Bavikill 1Litre,12.00,12.00,0,0,0.0,0.0,OK,
10698,Lamda 500mls,7.00,7.00,0,0,0.0,0.0,OK,
10700,MCP 25KG,32.50,32.50,0,0,0.0,0.0,OK,
10701,Chikafu Starter crumbs 5kg,5.00,5.00,0,0,0.0,0.0,OK,
10702,Growmore 500g,9.00,9.00,0,0,0.0,0.0,OK,
10703,ZAP 611 5kg,20.00,20.00,15.5,15.5,0.0,0.0,OK,
10704,Rope,7.00,7.00,15.5,15.5,0.0,0.0,OK,
10705,Layers Concentrate 10kg,8.00,8.00,0,0,0.0,0.0,OK,
10706,Cabbage 2500 seeds,0.00,0.00,15.5,15.5,0.0,0.0,OK,
10707,Chicken Drinker -750mls,1.00,1.00,15.5,15.5,0.0,67.0,OK,
10708,Goat Grower Maxi 20kg,30.00,30.00,0,0,0.0,0.0,OK,
10709,Chikwapuro 500g,5.00,5.00,0,0,0.0,0.0,OK,
10710,Noroclox 5g,6.00,6.00,0,0,0.0,0.0,OK,
10711,Super Soya Meal 25kg,19.00,19.00,0,0,0.0,0.0,OK,
10712,Wheat Bran 15kg,6.00,6.00,0,0,0.0,0.0,OK,
10713,Kontakill 500mls,16.00,16.00,0,0,0.0,0.0,OK,
10714,Fine Salt 50kg,16.00,16.00,0,0,0.0,0.0,OK,
10715,Electromix 1kg,15.00,15.00,0,0,0.0,0.0,OK,
10716,22 Holes Ohinged feeders,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10717,Chick Starter Maxipack 20kg,52.00,52.00,0,0,0.0,0.0,OK,
10718,Intertocin 100mls,30.00,30.00,0,0,0.0,0.0,OK,
10719,Poultry mixed grain 25kg,22.00,22.00,0,0,0.0,0.0,OK,
10720,Biogenta 100mls,15.00,15.00,0,0,0.0,0.0,OK,
10721,Striker Herbicide 100mls,7.00,7.00,15.5,15.5,0.0,0.0,OK,
10722,Aliseryl 1kg,34.00,34.00,0,0,0.0,0.0,OK,
10723,Tomato Tengeru 50g,15.00,15.00,15.5,15.5,0.0,0.0,OK,
10724,Ashley Cucumber 50g,8.00,8.00,0,0,0.0,0.0,OK,
10725,Ashley Cucumber 20g,4.00,4.00,0,0,0.0,0.0,OK,
10726,Watermelon Sweetie 50g,9.00,9.00,15.5,15.5,0.0,0.0,OK,
10728,Albectin 250mls,6.00,6.00,0,0,0.0,0.0,OK,
10729,Volt Star Insecticide 250mls,6.50,6.50,0,0,0.0,0.0,OK,
10730,Dimethoate C.P Chem 125mls,2.50,2.50,0,0,0.0,0.0,OK,
10731,5 Nipple Bucket,9.00,9.00,15.5,15.5,0.0,0.0,OK,
10732,Ashliv Chick 50mls,1.00,1.00,0,0,0.0,0.0,OK,
10733,Onion Seeds Small Pack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10734,Rape Seeds Small Pack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10735,Sugar loaf Smallpack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10736,Carrot Nantes Smallpack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10737,Tomato Rodade Smallpack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10738,Belt 50ml,20.00,20.00,0,0,0.0,0.0,OK,
10739,Methylated Spirit 5 litres,15.00,15.00,15.5,15.5,0.0,0.0,OK,
10740,Lamda 100mls,2.00,2.00,0,0,0.0,0.0,OK,
10741,Electric Sprayer 20Liltre,60.00,60.00,15.5,15.5,0.0,0.0,OK,
10742,Electric Knapsack,60.00,60.00,15.5,15.5,0.0,0.0,OK,
10744,Hobson Rape 50g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10745,Covo 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10746,Fly Bait 25g,1.00,1.00,0,0,0.0,0.0,OK,
10747,Malathion 375g,4.50,4.50,0,0,0.0,0.0,OK,
10748,Organic Basal Top 160mls,4.50,4.50,15.5,15.5,0.0,0.0,OK,
10749,Pig Dewormer 500g,8.00,8.00,0,0,0.0,0.0,OK,
10750,Chicken Drinker 1.5L,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10751,Egg Booster 500g,5.00,5.00,0,0,0.0,0.0,OK,
10754,Demise 200mls,7.00,7.00,0,0,0.0,0.0,OK,
10755,Energy Drink 500mls,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10756,Yogurt 150g,0.60,0.60,15.5,15.5,0.0,0.0,OK,
10757,Minute Maid 500mls,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10758,Dairiboard Lichi Coconut,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10759,Dairiboard Pfuko 500mls,0.70,0.70,15.5,15.5,0.0,0.0,OK,
10760,Dairiboard Buttermilk 500mls,0.80,0.80,15.5,15.5,0.0,0.0,OK,
10761,Pepsi 500mls,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10762,Plastic Bottle Delta 1litre,1.50,1.50,15.5,15.5,0.0,0.0,OK,
10764,Delta Can 330mls,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10765,Cascade 500mls,0.60,0.60,15.5,15.5,0.0,0.0,OK,
10766,Copper Oxychloride 500g,7.00,7.00,0,0,0.0,0.0,OK,
10768,Ashliv Chick 200mls,4.00,4.00,0,0,0.0,0.0,OK,
10769,Lava Diclovous 500mls,6.00,6.00,0,0,0.0,0.0,OK,
10770,Pip Air 250ml,8.00,8.00,0,0,0.0,0.0,OK,
10771,Pip Air 100mls,6.00,6.00,0,0,0.0,0.0,OK,
10772,Rape 250g NTS,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10773,Rape 500G NTS,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10774,Abamectin 500mls,7.00,7.00,0,0,0.0,0.0,OK,
10775,Onion 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10776,Butternut Waltham 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10777,Disnis 5L,80.00,80.00,0,0,0.0,0.0,OK,
10778,Onion Seeds Value Pack,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10779,Watermellon Smallpack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10780,Peas 100g,6.00,6.00,15.5,15.5,0.0,0.0,OK,
10781,Butternut NTS20g,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10782,Tomato Ace 20g,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10783,Tomato Tengeru97 25g,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10784,Cabbage Sugarloaf 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10785,Cabbage Sugarloaf 100g,10.00,10.00,15.5,15.5,0.0,0.0,OK,
10786,Value Pack Beetroot,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10787,Alshialben 250mls,5.00,5.00,0,0,0.0,50.0,OK,
10788,Chicken Grit 10kgs,8.00,8.00,0,0,0.0,0.0,OK,
10789,U-Mix Swine 3kg,9.00,9.00,0,0,0.0,0.0,OK,
10790,U-Mix Broiler Grower 3kg,10.00,10.00,0,0,0.0,0.0,OK,
10791,U-Mix Broiler Starter 3kg,11.00,11.00,0,0,0.0,0.0,OK,
10792,Roller Meal 10kg,7.50,7.50,0,0,0.0,0.0,OK,
10793,Nest Bird,25.00,25.00,15.5,15.5,0.0,0.0,OK,
10794,Cabbage 50g,7.00,7.00,15.5,15.5,0.0,0.0,OK,
10795,Colexil Oral 100ml,7.00,7.00,0,0,0.0,0.0,OK,
10796,Tsunga Value Pack,2.00,2.00,15.5,15.5,0.0,0.0,OK,
10797,Paida Small Pack,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10798,Drum Head Cabbage 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10799,Pip Air Aquatec 50mls,6.00,6.00,0,0,0.0,0.0,OK,
10800,Mawuyu Fruit Juice 400mls,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10801,Pet Flea Spray 500mls,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10802,Lacto Calf 2kg,16.00,16.00,0,0,0.0,0.0,OK,
10803,U-Mix Layer 3kg,11.00,11.00,0,0,0.0,0.0,OK,
10804,Super Layers Concentrate 10kg,9.00,9.00,0,0,0.0,0.0,OK,
10805,Tsunga 50g,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10806,Lettuce 20g,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10807,Contratick 1L,35.00,35.00,0,0,0.0,0.0,OK,
10808,Cabbage NTS 20g,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10809,Tsunga Small Pack,1.00,1.00,15.5,15.5,0.0,0.0,OK,
10810,Rape Hobson NTS 100G,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10811,Crystal Mints,0.05,0.05,15.5,15.5,0.0,3900.0,OK,
10812,Tooth Picks,0.50,0.50,15.5,15.5,0.0,0.0,OK,
10813,Chlorpryifos 200mls,4.00,4.00,0,0,0.0,0.0,OK,
10814,Copper Oxychloride 200g,3.50,3.50,0,0,0.0,0.0,OK,
10815,Valbazem for Cattle 250mls,6.50,6.50,0,0,0.0,0.0,OK,
10816,Abamectin 200mls,3.00,3.00,0,0,0.0,0.0,OK,
10817,Fenvalerate/Fenkill 500mls,8.00,8.00,0,0,0.0,0.0,OK,
10818,Voltstar 500mls,8.00,8.00,0,0,0.0,0.0,OK,
10819,Tomato Money Maker 100g,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10820,Mop,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10821,Calmasol 440 500mls,18.00,18.00,0,0,0.0,0.0,OK,
10823,Cascade 1 Litre,1.50,1.50,15.5,15.5,0.0,0.0,OK,
10824,Rabbit Feeders Medium,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10825,Rabbit Feeders Small,3.00,3.00,15.5,15.5,0.0,0.0,OK,
10826,Small Working Lights,5.00,5.00,15.5,15.5,0.0,0.0,OK,
10827,Supa Dip 500ml,18.00,18.00,0,0,0.0,0.0,OK,
10828,Fenvalerate 200mls,4.50,4.50,0,0,0.0,0.0,OK,
10829,Corda Rope 10m,4.00,4.00,15.5,15.5,0.0,0.0,OK,
10830,5 Socket Plug,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10831,8Socket Plug,8.00,8.00,15.5,15.5,0.0,0.0,OK,
10832,Growmore 1kg,17.00,17.00,0,0,0.0,0.0,OK,
10833,Intertrim LA 100MLS,13.00,13.00,0,0,0.0,0.0,OK,
10834,Small Gas Heater,22.00,22.00,0,0,0.0,3.0,OK,
10835,Roller Meal 5kg,4.00,4.00,0,0,0.0,0.0,OK,
10836,Reﬁned 5kg,4.00,4.00,15.5,15.5,0.0,0.0,OK,
